,AMM.,BOD,COD,DO,PH,TKN,WT
2205,21.020635819217983,29.239560559787158,65.86531058275835,3.540108305598139,8.24230113564621,27.88674154890769,17.69923289628619
2206,3.9151776923913637,10.389085522480272,6.054360409985044,12.595310299000408,7.9940507816911,8.030837639269455,15.236670139786398
2207,8.859120671714656,4.994945740247452,19.830478513807087,9.0452858275493,8.389568833078165,6.0543346706543835,19.378094373162256
2208,1.889259344220733,12.09527689151894,11.248350546387218,9.027091121191626,8.929528823337662,6.286457839276521,24.26620357738189
2209,3.4074252496827717,6.954758726652176,21.433512655517337,9.45024232394343,9.169586551684734,6.894006286700524,27.88790292027904
2210,4.049647744101076,10.257052153368974,32.82018699547939,11.015838620418927,9.387663799777583,8.306233330298873,30.777066261073493
2211,1.666109267289804,9.752070051357975,20.62241515363461,7.959588882275431,9.245555836844993,3.643519090140722,34.69054375101441
2212,4.448942955930801,8.12307606471282,43.465325216987466,8.708602615111174,8.719799192604693,2.0732452153656458,35.07268791484105
2213,7.8471282555599275,7.4772396268659485,15.602237945074478,15.390996255091817,9.050049344452425,9.331197906295648,33.46698799647281
2214,8.805949863722516,5.1286871445607325,45.15497099887146,14.30934046009453,9.246046986335493,6.5259238422395445,23.602523317981085
2215,8.090659692764985,9.349226694978379,7.258342624446229,8.843306519295718,8.617374045664148,9.407555725086452,17.674053032152933
2216,17.30646062621913,30.89490679785245,80.55985695818566,2.657406696902213,7.837491971941169,28.930495100598073,14.845989391213537
2217,21.87260455456336,36.44813849925241,87.8274949880115,1.0093673639055196,7.759232834358357,29.419656787394477,26.102129289135515
2218,22.955677528882603,34.15214318841528,115.32336588030165,2.9528895378875433,7.904674809639305,37.2745900169391,30.26386391097662
2219,25.05550519596187,30.788433129171175,75.88289949823387,2.4230303094843233,8.351364540828275,25.064403461941602,29.78415611340521
2220,19.475367874025277,39.36469585433707,106.99868762042821,2.975897154692907,8.677357115895564,30.025636570442778,32.40351947359794
2221,30.887761551710966,34.52571300731214,119.13053937100612,3.1742625621804326,8.948140562984813,40.60283583833271,31.137658868293887
2222,5.636873615283879,9.191964569795475,32.108547111431186,3.6243409616101028,8.43309769841337,8.45580844554561,30.04358704059022
2223,10.544803338684268,6.986820597177456,19.553298248320697,6.765112867360111,7.7227269586705924,14.68044578647001,31.25303338892169
2224,8.21361444997023,6.433225556513344,44.743030549746535,5.6684573764590125,8.064459163936577,8.906486864569922,35.181616192008924
2225,14.396151549194679,27.598276043488692,69.33584480917847,3.7877213330697366,7.844655913207136,15.815696858205424,30.73141433629303
2226,18.33547729921854,33.56127375298638,77.81587530793249,2.4631311956654223,7.9459561965166525,19.47046385517811,28.55485664223518
2227,22.498351716070097,46.685356595507194,91.34369285262994,3.0775674412798737,8.147637944004945,33.830771045296046,23.129088897262953
2228,20.42331639744617,30.999319077089996,95.36737400722028,1.228156906450899,7.432030525554577,27.8938355907497,18.00115705765127
2229,17.652314190370895,39.17087316049787,94.31573368691582,2.4690888758969676,7.447891606606877,21.21870054629426,28.230449760924515
2230,28.01128002999362,31.986980234608517,105.93919903451301,1.6211750668330884,7.8528706689382535,30.354448245740706,27.839940642897602
2231,23.898849151140112,29.997686120654947,71.58515340884637,2.44691709386208,8.574206363046507,27.248991325244404,31.614980517182296
2232,22.42525857622759,45.96519069068817,104.78630494907136,3.5804876354326107,8.284835843065974,28.82800394567588,29.996366159466376
2233,32.07877098880201,37.85976871396798,137.32057604893822,2.163742980983818,8.50827169491617,35.74494192745077,34.35353839806136
2234,6.071745159049547,14.847766431663228,26.149546475102593,4.454231943400727,8.672066858499518,7.955573575995706,32.66039446792362
2235,8.294082982838447,12.896676857354267,42.01927347436669,4.867440361331672,7.914875142205654,8.943881268484317,33.380096072057775
2236,6.148956723498243,13.832397422238813,57.12906932529253,7.555560425681951,8.161065924460775,5.878677790830441,30.9499067103442
2237,14.687724285137952,22.412081683968303,82.9639365416982,4.796679265825334,7.455490394318048,19.135662339297753,30.987779056386174
2238,24.27613155411372,31.124579039526658,70.49676015588656,1.3899616678507103,8.512314384239513,20.25982803929095,29.90562824489634
2239,23.05233532578416,34.194913951796316,107.61799129239142,2.0079136878830797,8.095753556953367,30.825444718048487,26.27666749749151
2240,5.477318743276789,8.353454886078014,46.28680618154911,10.685459737824722,7.630497522835618,9.951062610182799,22.59873381732781
2241,1.8728551531804334,12.534045361966438,17.187623604242646,8.434971579012817,8.296754864654748,11.849201830795435,30.396718002144546
2242,2.746717280600522,12.964145399602677,24.97551800308054,9.659233733620061,8.435827512836788,6.905153258222788,31.662837639654253
2243,6.430566070097449,4.847839529312932,20.436704508676833,12.40553289295033,9.139970805314393,12.93210697861103,31.63358671350405
2244,6.461585565023498,11.912066176746492,35.37983490339482,15.912333801738427,9.247355031216097,4.160594899078424,41.61755106547083
2245,1.470921340184078,5.548467940386128,35.21214150255204,9.917801630493193,8.61856702518002,10.30608314377205,29.480435558322373
2246,3.1431868169301596,10.513424681047342,38.858244391990354,15.71098943123483,8.127589123339774,11.211782038124865,31.61812858242867
2247,6.327218304637429,6.31055341906846,24.33373020687279,12.574029390907308,7.704137021010275,10.581183961869094,34.207870043789896
2248,6.15177156271304,10.761954254660045,26.433480721597498,13.871260099061189,8.29839565920683,11.527569236435292,17.85951445207462
2249,14.816665977868343,14.654792611564314,56.059580031167954,1.5307122332734078,8.018447547967716,15.336058595542307,15.692971250728256
2250,12.457577327131418,11.638279532354707,69.68340969623253,4.359603591545064,8.834502239560143,14.480541890067887,23.456047595627094
2251,9.718498879899567,22.558529835819492,70.91646180542568,2.4712935932256457,8.998800115251568,15.960543756075813,26.736590026499567
2252,21.828067633723734,16.16537122465929,68.13388393236716,1.551175807422211,8.014867712281317,21.39037930912642,32.63163435335091
2253,20.175012503154683,11.695733607019225,95.33878070463852,1.6692515600028428,8.101519894067494,32.854323209261665,40.46062640264901
2254,22.34982660630144,14.67772918470276,75.38483844333891,3.691761419065507,8.853027121135195,38.50714287269527,34.03453299028786
2255,12.109714191704835,4.577544497558019,42.87170893486201,1.924879412419343,8.321428426745886,33.5772562288339,33.32049817831197
2256,6.0502106369433335,11.246844311114842,30.867107173319415,4.706803417360519,8.201078001202706,12.41785619716811,36.22243485822168
2257,16.351044945795845,31.54551178433343,71.3971473676934,1.0669395381861047,7.712489321706931,22.771481355344907,27.652322202327685
2258,18.428111265400222,30.720053688363564,81.406785082012,3.20297761411953,8.405608143630868,29.881111953681344,24.133465519554743
2259,11.009775687685076,12.031129572988046,37.63064833106187,2.749933308268904,7.995449123861205,16.67771685618552,18.523283562749356
2260,10.208433874760836,15.827940701259088,45.51934852842299,2.869653041974594,8.26543381518233,16.06807640969627,23.48968432315842
2261,12.96829400606837,14.176793748681712,76.49189525282631,2.613420082953159,8.5350688438779,20.832051702999614,27.46939839331888
2262,21.77753208308328,20.699313011460543,80.41503675859039,3.2540945206114054,8.189009498181173,29.256325106998936,33.10952839403066
2263,19.258592500809037,20.760751541526755,104.32153308119476,2.8149853444551054,8.104860193596835,16.150469495714297,39.30224383768173
2264,24.43111603351354,14.558228029680892,79.02561359609605,1.1041367412770127,8.409177798760535,33.23543135501823,34.20452789353899
2265,19.4197161709276,7.525732789928947,49.55773087485639,2.6915696769692286,8.67424269769704,39.27686695687912,30.4815955965322
2266,12.423334292600781,14.085988685016504,33.084440496218406,4.4927544852827115,8.426417534781882,12.548164803626236,33.81717595725991
2267,21.13337188689833,32.67501330901318,71.74973125740482,1.4571947876495304,7.625499863008719,27.612949539805577,26.369323479465994
2268,22.27646780022146,33.92209482926703,85.59633178156473,1.8816095281551437,8.017027088339933,36.13150825491208,24.20224241473656
2269,7.912963649742557,8.06472780458521,15.545784768710654,11.274575374214756,8.653162119638841,5.81739651584792,17.48413915999166
2270,2.707193523133189,12.790760117741618,13.474804851035511,12.20234275917339,8.09502957353942,11.707756269779344,18.476640861636117
2271,3.2049543723877054,8.424530681058707,31.95756375548244,15.469754971066727,8.15604672804585,4.6307734556403135,20.707615821214365
2272,7.309807769183854,12.31388596631648,27.887705591882366,11.699289925996286,7.252963522237698,7.67246227821017,28.774431475148027
2273,4.669968977677514,11.502254648428359,15.219818994538237,7.329312550373687,8.672058154781265,8.494448049987529,34.5012909724245
2274,6.144831945227057,5.223735547579334,38.31342568558137,8.2762740062525,8.344402547817614,4.693941077883982,28.508095435038232
2275,6.40695130980983,5.25610860613298,37.69641486251715,8.894870636346496,8.984954441543886,2.7443954242243347,34.540776725691785
2276,6.019882133323955,12.180773589897987,39.07457357068112,7.872836430977101,9.023676358976582,9.118999863397196,28.82166627958535
2277,8.536201331873546,3.6807237509652158,34.513480473273844,13.814466112653978,8.66052794713167,8.396118667230736,16.579126556280585
2278,21.601012839878557,27.04658252566455,94.16666286897036,3.600131739493716,8.151466847719826,26.265452566402526,22.990445930028017
2279,14.044774064517018,19.38069415433771,57.72782083442586,2.709950421535432,7.912942488078452,24.873517591653936,23.741082192981388
2280,18.866735007045076,26.730664831482613,35.403543298264964,1.8671308113360159,8.272239610739266,15.55739425277108,26.969220701745858
2281,22.206303283543086,26.7116287834642,102.72861547829183,4.229164311311074,8.492605137970056,23.063095256786628,37.290997611234545
2282,16.900539042415986,30.956913172952415,80.10665126730954,5.258496116572312,8.60989399700517,23.649662447418503,34.35316006861879
2283,5.334226738310996,9.283186692874118,43.54613982445194,5.35618624555128,7.997464117187938,14.416240959482929,35.77771482918326
2284,4.905588666312925,11.173655184576067,52.88502324957942,7.158178567247448,8.545450139428457,13.838116099463026,34.25161876819386
2285,8.843282954588322,10.447168363207648,63.062378218243325,3.016610596829827,8.697559393400798,21.22482512766063,32.94811818296335
2286,19.37977199695749,19.319402762988943,84.26647811191795,1.6447360898520604,7.882054060807924,28.802983033321446,32.60405841687757
2287,27.093906349734702,26.59758570691919,71.31272975081501,3.07341719431413,8.018965692004624,31.477128965134376,23.109961567830698
2288,24.0496260736371,39.236432132038004,101.10814105927433,3.293414127135683,8.317929354507758,25.322897611774668,22.614167371624088
2289,22.3513911368484,32.25997128517186,88.66117880425706,1.2123751658799602,8.240653607788085,27.510025121023663,21.148513289932296
2290,17.85521118448042,22.264771525025104,61.080619438288394,2.84076854118487,8.363694769255014,24.19258382942158,21.079903056925843
2291,13.631421252163758,23.857709765252512,54.42715941014846,1.354998357384785,7.978398804975412,21.457294976359925,25.635897882038467
2292,19.979918309496853,25.82312371977551,123.34228633534865,4.0601118677188,8.747114143576713,23.609331653422256,34.89022770952877
2293,15.896764271347074,25.389748794245357,80.04320774662358,7.491349222351218,8.572824823402618,21.165580329579555,36.70996096310886
2294,5.965642468420565,9.333805557489285,40.365334914070914,4.354542585597433,7.7646778111891726,18.335686308111235,32.31934301767085
2295,3.4158457554851323,16.41681421641931,34.97399348977433,7.104305580872159,8.740073312000712,12.702494373365806,35.6161783037903
2296,8.56177460320841,17.425577385421196,54.38680231926543,1.30858642937882,8.572077019247676,17.579668512441376,35.235942756631054
2297,15.436175551926866,30.08874946052274,73.31790201049671,3.0186495877727877,7.898510213607303,17.026383931988555,31.352128161242803
2298,21.53489312139511,28.293294705361845,74.41474383053941,2.748501939222535,8.043918159466719,24.855547512401593,21.675995835821237
2299,26.540350921112932,31.729027654277267,96.90103548701317,1.2425172575193661,8.33875388229157,23.922941308974544,23.888079626694292
2300,8.688549564506289,11.365917351550682,33.719178017985655,12.07527874011048,8.497951684982159,9.91961059961867,15.928556314278211
2301,6.054695056799186,4.748921949973962,19.026479918240746,10.437149147973805,8.601268572384209,5.30539126246071,35.8367515317869
2302,1.4949638950012645,12.256216146395388,19.1789268513387,8.3128401577001,8.387648037652037,7.560942941950738,31.44943172372253
2303,4.312135940955185,8.290916868464617,16.16569483963436,8.645348869026641,8.115914078087886,5.100995344438843,33.25234400441277
2304,5.421203716605462,8.790845842713434,31.84958807166978,9.101279097208451,8.47302678455688,2.620721302566923,31.479039573979474
2305,5.410621964255294,6.593481355041792,13.817445365849892,7.4529865370577815,8.370057232975947,7.903694926522457,37.420020709452714
2306,5.5924156861441725,10.40021682311794,9.197319093554384,8.182771556672002,8.825459791899027,5.91263388153322,25.308532548353742
2307,19.73461504785854,41.64348583397518,93.44596706961505,1.3730845120184298,8.2605430670643,20.121013441526692,17.019054991521642
2308,19.913464255291615,56.184423508838506,106.04887140059789,1.6754341463373996,7.963328771023894,25.735868897800906,25.050996285786454
